10 year total return;Excess return (over SIXPRX);Average (daily) excess return;Volatility;Information ratio;Parameters and weights
220.24%;80.67%;17.25%;0.768;0.225;{'roe': 0.4, 'fcfy': 0.2, 'roic_wacc': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.2}
220.11%;80.53%;14.58%;0.857;0.17;{'roe': 0.2, 'fcfy': 0.3, 'roic_wacc': 0.2, 'revenue_growth': 0.2, 'dividend_yield': 0.1}
219.80%;80.23%;-8.85%;0.827;-0.107;{'fcfy': 0.4, 'revenue_growth': 0.5, 'dividend_yield': 0.1}
219.79%;80.22%;23.33%;0.747;0.312;{'roe': 0.1, 'roic_wacc': 0.6, 'dividend_yield': 0.3}
219.74%;80.17%;11.98%;0.739;0.162;{'roe': 0.4, 'roic_wacc': 0.1, 'revenue_growth': 0.2, 'dividend_yield': 0.3}
219.69%;80.11%;23.38%;0.727;0.322;{'roe': 0.3, 'roic_wacc': 0.3, 'dividend_yield': 0.4}
219.57%;79.99%;23.40%;0.788;0.297;{'roe': 0.2, 'fcfy': 0.4, 'roic_wacc': 0.3, 'dividend_yield': 0.1}
219.53%;79.96%;27.47%;0.77;0.357;{'roe': 0.4, 'roic_wacc': 0.1, 'dividend_yield': 0.5}
219.46%;79.89%;-10.18%;0.751;-0.135;{'fcfy': 0.2, 'roic_wacc': 0.2, 'revenue_growth': 0.5, 'dividend_yield': 0.1}
219.24%;79.67%;23.36%;0.774;0.302;{'roe': 0.7, 'revenue_growth': 0.1, 'dividend_yield': 0.2}
218.66%;79.09%;9.42%;0.757;0.124;{'fcfy': 0.1, 'roic_wacc': 0.3, 'revenue_growth': 0.4, 'dividend_yield': 0.2}
218.53%;78.95%;22.46%;0.82;0.274;{'roe': 0.5, 'fcfy': 0.3, 'roic_wacc': 0.1, 'revenue_growth': 0.1}
218.18%;78.60%;20.55%;0.727;0.283;{'roe': 0.1, 'fcfy': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.7}
218.11%;78.54%;26.77%;0.727;0.368;{'roic_wacc': 0.5, 'revenue_growth': 0.1, 'dividend_yield': 0.4}
217.80%;78.23%;36.20%;0.752;0.482;{'fcfy': 0.3, 'roic_wacc': 0.3, 'revenue_growth': 0.1, 'dividend_yield': 0.3}
217.60%;78.02%;8.74%;0.774;0.113;{'roe': 0.7, 'fcfy': 0.1, 'roic_wacc': 0.1, 'revenue_growth': 0.1}
217.34%;77.77%;15.90%;0.732;0.217;{'roe': 0.1, 'fcfy': 0.1, 'revenue_growth': 0.2, 'dividend_yield': 0.6}
217.27%;77.69%;26.76%;0.772;0.346;{'roe': 0.3, 'fcfy': 0.3, 'roic_wacc': 0.1, 'dividend_yield': 0.3}
217.19%;77.61%;-8.93%;0.812;-0.11;{'fcfy': 0.6, 'revenue_growth': 0.4}
217.11%;77.54%;21.39%;0.718;0.298;{'roe': 0.1, 'roic_wacc': 0.2, 'revenue_growth': 0.1, 'dividend_yield': 0.6}
217.06%;77.49%;22.99%;0.73;0.315;{'roe': 0.1, 'fcfy': 0.1, 'roic_wacc': 0.2, 'dividend_yield': 0.6}
216.98%;77.41%;18.71%;0.716;0.261;{'roe': 0.5, 'revenue_growth': 0.2, 'dividend_yield': 0.3}
216.93%;77.36%;28.08%;0.742;0.379;{'roe': 0.2, 'fcfy': 0.2, 'roic_wacc': 0.2, 'dividend_yield': 0.4}
216.84%;77.26%;18.74%;0.802;0.234;{'fcfy': 0.1, 'revenue_growth': 0.5, 'dividend_yield': 0.4}
216.82%;77.25%;16.29%;0.809;0.201;{'roe': 0.4, 'roic_wacc': 0.4, 'revenue_growth': 0.1, 'dividend_yield': 0.1}
216.69%;77.11%;19.76%;0.817;0.242;{'fcfy': 0.5, 'revenue_growth': 0.3, 'dividend_yield': 0.2}
216.32%;76.74%;20.84%;0.735;0.284;{'fcfy': 0.7, 'dividend_yield': 0.3}
216.31%;76.74%;21.71%;0.734;0.296;{'roe': 0.5, 'roic_wacc': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.3}
216.30%;76.72%;9.98%;0.778;0.128;{'roe': 0.4, 'fcfy': 0.2, 'roic_wacc': 0.4}
216.19%;76.62%;22.80%;0.745;0.306;{'roe': 0.3, 'fcfy': 0.3, 'roic_wacc': 0.3, 'dividend_yield': 0.1}
215.74%;76.17%;25.10%;0.714;0.352;{'roe': 0.3, 'roic_wacc': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.5}
215.70%;76.13%;27.65%;0.728;0.38;{'roe': 0.3, 'roic_wacc': 0.2, 'dividend_yield': 0.5}
215.57%;76.00%;20.94%;0.717;0.292;{'roe': 0.1, 'dividend_yield': 0.9}
215.44%;75.87%;19.52%;0.837;0.233;{'roe': 0.2, 'fcfy': 0.5, 'roic_wacc': 0.2, 'revenue_growth': 0.1}
215.44%;75.86%;28.55%;0.767;0.372;{'fcfy': 0.4, 'roic_wacc': 0.4, 'dividend_yield': 0.2}
215.41%;75.83%;24.63%;0.807;0.305;{'roe': 0.2, 'fcfy': 0.3, 'roic_wacc': 0.2, 'revenue_growth': 0.1, 'dividend_yield': 0.2}
215.37%;75.79%;16.96%;0.737;0.23;{'fcfy': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.8}
215.25%;75.67%;25.74%;0.723;0.356;{'roic_wacc': 0.4, 'revenue_growth': 0.1, 'dividend_yield': 0.5}
215.11%;75.53%;18.62%;0.816;0.228;{'roe': 0.2, 'fcfy': 0.5, 'roic_wacc': 0.3}
215.09%;75.51%;29.73%;0.742;0.401;{'roe': 0.3, 'fcfy': 0.3, 'dividend_yield': 0.4}
215.02%;75.45%;13.58%;0.79;0.172;{'fcfy': 0.1, 'revenue_growth': 0.4, 'dividend_yield': 0.5}
214.88%;75.30%;16.62%;0.741;0.224;{'roe': 0.3, 'fcfy': 0.3, 'roic_wacc': 0.2, 'dividend_yield': 0.2}
214.76%;75.19%;24.34%;0.821;0.296;{'roe': 0.4, 'fcfy': 0.4, 'dividend_yield': 0.2}
214.73%;75.15%;21.37%;0.73;0.293;{'roe': 0.2, 'roic_wacc': 0.3, 'revenue_growth': 0.1, 'dividend_yield': 0.4}
214.70%;75.12%;29.32%;0.807;0.363;{'roe': 0.1, 'fcfy': 0.6, 'roic_wacc': 0.2, 'dividend_yield': 0.1}
214.41%;74.83%;19.84%;0.725;0.274;{'roe': 0.2, 'roic_wacc': 0.2, 'revenue_growth': 0.2, 'dividend_yield': 0.4}
214.08%;74.50%;20.48%;0.743;0.276;{'roe': 0.4, 'fcfy': 0.2, 'roic_wacc': 0.1, 'dividend_yield': 0.3}
213.44%;73.87%;18.15%;0.748;0.243;{'roe': 0.1, 'fcfy': 0.3, 'roic_wacc': 0.2, 'revenue_growth': 0.2, 'dividend_yield': 0.2}
213.29%;73.72%;25.32%;0.755;0.336;{'roe': 0.1, 'fcfy': 0.4, 'dividend_yield': 0.5}
213.19%;73.62%;8.70%;0.794;0.11;{'roe': 0.5, 'fcfy': 0.2, 'roic_wacc': 0.3}
213.17%;73.59%;27.46%;0.748;0.367;{'roe': 0.3, 'fcfy': 0.2, 'revenue_growth': 0.1, 'dividend_yield': 0.4}
213.02%;73.45%;23.20%;0.782;0.297;{'roe': 0.2, 'revenue_growth': 0.5, 'dividend_yield': 0.3}
212.87%;73.30%;19.34%;0.716;0.27;{'roe': 0.1, 'roic_wacc': 0.3, 'revenue_growth': 0.1, 'dividend_yield': 0.5}
212.79%;73.21%;32.46%;0.756;0.429;{'roe': 0.3, 'fcfy': 0.2, 'dividend_yield': 0.5}
212.74%;73.16%;13.30%;0.795;0.167;{'roe': 0.5, 'roic_wacc': 0.3, 'revenue_growth': 0.1, 'dividend_yield': 0.1}
212.59%;73.01%;11.41%;0.762;0.15;{'roe': 0.4, 'roic_wacc': 0.6}
212.52%;72.95%;23.51%;0.721;0.326;{'roe': 0.6, 'revenue_growth': 0.1, 'dividend_yield': 0.3}
212.40%;72.83%;6.09%;0.774;0.079;{'fcfy': 0.4, 'roic_wacc': 0.3, 'revenue_growth': 0.2, 'dividend_yield': 0.1}
211.88%;72.31%;7.36%;0.755;0.097;{'roe': 0.2, 'roic_wacc': 0.4, 'revenue_growth': 0.3, 'dividend_yield': 0.1}
211.80%;72.23%;-10.02%;0.754;-0.133;{'fcfy': 0.3, 'roic_wacc': 0.3, 'revenue_growth': 0.4}
211.74%;72.17%;18.07%;0.722;0.25;{'fcfy': 0.1, 'roic_wacc': 0.3, 'revenue_growth': 0.3, 'dividend_yield': 0.3}
210.92%;71.34%;9.89%;0.742;0.133;{'roe': 0.5, 'roic_wacc': 0.2, 'revenue_growth': 0.1, 'dividend_yield': 0.2}
210.77%;71.20%;24.49%;0.761;0.322;{'roe': 0.1, 'fcfy': 0.3, 'roic_wacc': 0.1, 'dividend_yield': 0.5}
210.74%;71.17%;17.01%;0.753;0.226;{'roe': 0.5, 'roic_wacc': 0.3, 'dividend_yield': 0.2}
210.60%;71.02%;13.70%;0.742;0.185;{'fcfy': 0.2, 'revenue_growth': 0.3, 'dividend_yield': 0.5}
210.58%;71.00%;16.79%;0.76;0.221;{'roe': 0.1, 'fcfy': 0.4, 'roic_wacc': 0.3, 'revenue_growth': 0.1, 'dividend_yield': 0.1}
210.53%;70.95%;26.64%;0.727;0.366;{'fcfy': 0.4, 'roic_wacc': 0.2, 'revenue_growth': 0.1, 'dividend_yield': 0.3}
210.39%;70.81%;18.69%;0.723;0.258;{'fcfy': 0.1, 'roic_wacc': 0.5, 'revenue_growth': 0.1, 'dividend_yield': 0.3}
210.35%;70.77%;15.34%;0.725;0.211;{'roe': 0.5, 'fcfy': 0.1, 'roic_wacc': 0.2, 'dividend_yield': 0.2}
210.32%;70.74%;20.05%;0.715;0.28;{'roe': 0.2, 'revenue_growth': 0.3, 'dividend_yield': 0.5}
210.31%;70.73%;17.23%;0.774;0.223;{'fcfy': 0.1, 'roic_wacc': 0.1, 'revenue_growth': 0.3, 'dividend_yield': 0.5}
210.20%;70.63%;9.96%;0.804;0.124;{'fcfy': 0.7, 'revenue_growth': 0.2, 'dividend_yield': 0.1}
210.00%;70.43%;23.28%;0.759;0.307;{'roe': 0.2, 'fcfy': 0.3, 'roic_wacc': 0.2, 'dividend_yield': 0.3}
209.94%;70.37%;19.01%;0.707;0.269;{'roe': 0.4, 'fcfy': 0.1, 'roic_wacc': 0.2, 'dividend_yield': 0.3}
209.78%;70.21%;24.95%;0.778;0.321;{'fcfy': 0.5, 'roic_wacc': 0.3, 'dividend_yield': 0.2}
209.62%;70.04%;4.41%;0.743;0.059;{'roe': 0.8, 'roic_wacc': 0.1, 'revenue_growth': 0.1}
209.17%;69.60%;9.97%;0.715;0.139;{'roe': 0.3, 'roic_wacc': 0.3, 'revenue_growth': 0.2, 'dividend_yield': 0.2}
209.10%;69.52%;19.99%;0.717;0.279;{'roe': 0.3, 'fcfy': 0.1, 'roic_wacc': 0.2, 'dividend_yield': 0.4}
208.73%;69.16%;-11.89%;0.738;-0.161;{'fcfy': 0.2, 'revenue_growth': 0.7, 'dividend_yield': 0.1}
208.59%;69.01%;21.94%;0.687;0.319;{'roe': 0.2, 'roic_wacc': 0.2, 'revenue_growth': 0.1, 'dividend_yield': 0.5}
208.54%;68.97%;13.97%;0.707;0.197;{'roe': 0.4, 'revenue_growth': 0.3, 'dividend_yield': 0.3}
208.52%;68.95%;10.74%;0.765;0.14;{'fcfy': 0.3, 'revenue_growth': 0.4, 'dividend_yield': 0.3}
208.42%;68.85%;17.85%;0.711;0.251;{'roe': 0.2, 'roic_wacc': 0.3, 'revenue_growth': 0.2, 'dividend_yield': 0.3}
208.26%;68.69%;14.86%;0.691;0.215;{'roic_wacc': 0.2, 'dividend_yield': 0.8}
207.82%;68.25%;13.06%;0.747;0.175;{'roe': 0.5, 'fcfy': 0.1, 'roic_wacc': 0.3, 'dividend_yield': 0.1}
207.78%;68.21%;16.35%;0.723;0.226;{'fcfy': 0.4, 'revenue_growth': 0.1, 'dividend_yield': 0.5}
207.73%;68.15%;-19.02%;0.716;-0.266;{'roic_wacc': 0.2, 'revenue_growth': 0.8}
207.28%;67.71%;27.93%;0.723;0.386;{'roe': 0.1, 'fcfy': 0.3, 'roic_wacc': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.4}
207.28%;67.70%;10.02%;0.71;0.141;{'roe': 0.2, 'roic_wacc': 0.3, 'revenue_growth': 0.3, 'dividend_yield': 0.2}
207.13%;67.56%;18.19%;0.706;0.258;{'roe': 0.2, 'dividend_yield': 0.8}
207.00%;67.43%;29.38%;0.726;0.405;{'roe': 0.2, 'fcfy': 0.3, 'roic_wacc': 0.1, 'dividend_yield': 0.4}
206.98%;67.40%;16.23%;0.713;0.228;{'roic_wacc': 0.1, 'dividend_yield': 0.9}
206.96%;67.38%;18.98%;0.742;0.256;{'roe': 0.7, 'fcfy': 0.1, 'dividend_yield': 0.2}
206.95%;67.37%;9.72%;0.808;0.12;{'roe': 0.6, 'fcfy': 0.1, 'revenue_growth': 0.3}
206.90%;67.33%;28.48%;0.709;0.401;{'roe': 0.1, 'fcfy': 0.2, 'roic_wacc': 0.3, 'revenue_growth': 0.1, 'dividend_yield': 0.3}
206.76%;67.18%;25.65%;0.807;0.318;{'roe': 0.4, 'fcfy': 0.5, 'dividend_yield': 0.1}
206.63%;67.06%;19.89%;0.715;0.278;{'roe': 0.3, 'fcfy': 0.1, 'roic_wacc': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.4}
206.51%;66.94%;31.55%;0.733;0.431;{'roe': 0.2, 'fcfy': 0.2, 'roic_wacc': 0.1, 'dividend_yield': 0.5}
206.47%;66.90%;25.38%;0.703;0.361;{'roe': 0.2, 'fcfy': 0.1, 'roic_wacc': 0.2, 'dividend_yield': 0.5}
206.41%;66.84%;24.58%;0.7;0.351;{'roe': 0.2, 'fcfy': 0.1, 'roic_wacc': 0.2, 'revenue_growth': 0.1, 'dividend_yield': 0.4}
206.39%;66.82%;26.45%;0.746;0.355;{'roe': 0.2, 'fcfy': 0.2, 'roic_wacc': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.4}
206.26%;66.69%;26.30%;0.719;0.366;{'roe': 0.5, 'fcfy': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.3}
206.01%;66.44%;25.34%;0.738;0.344;{'roe': 0.3, 'fcfy': 0.3, 'revenue_growth': 0.1, 'dividend_yield': 0.3}
205.65%;66.07%;14.83%;0.74;0.2;{'roe': 0.6, 'fcfy': 0.1, 'roic_wacc': 0.1, 'dividend_yield': 0.2}
205.40%;65.83%;17.01%;0.713;0.239;{'roe': 0.2, 'roic_wacc': 0.4, 'dividend_yield': 0.4}
205.23%;65.66%;23.39%;0.782;0.299;{'roe': 0.1, 'fcfy': 0.8, 'dividend_yield': 0.1}
205.16%;65.59%;23.86%;0.777;0.307;{'roe': 0.2, 'fcfy': 0.7, 'dividend_yield': 0.1}
205.11%;65.54%;16.54%;0.773;0.214;{'roic_wacc': 0.1, 'revenue_growth': 0.3, 'dividend_yield': 0.6}
205.08%;65.51%;16.58%;0.708;0.234;{'roe': 0.3, 'fcfy': 0.1, 'roic_wacc': 0.2, 'revenue_growth': 0.1, 'dividend_yield': 0.3}
204.95%;65.37%;15.97%;0.729;0.219;{'fcfy': 0.3, 'revenue_growth': 0.1, 'dividend_yield': 0.6}
204.95%;65.37%;21.64%;0.748;0.289;{'roe': 0.5, 'fcfy': 0.1, 'dividend_yield': 0.4}
204.95%;65.37%;20.09%;0.701;0.287;{'roe': 0.1, 'fcfy': 0.1, 'roic_wacc': 0.1, 'dividend_yield': 0.7}
204.88%;65.30%;14.90%;0.729;0.204;{'roe': 0.4, 'fcfy': 0.1, 'roic_wacc': 0.3, 'dividend_yield': 0.2}
204.79%;65.21%;15.59%;0.772;0.202;{'roe': 0.2, 'fcfy': 0.4, 'roic_wacc': 0.4}
204.78%;65.21%;23.58%;0.777;0.303;{'roe': 0.3, 'fcfy': 0.4, 'roic_wacc': 0.1, 'dividend_yield': 0.2}
204.24%;64.67%;15.76%;0.769;0.205;{'roe': 0.6, 'fcfy': 0.2, 'revenue_growth': 0.1, 'dividend_yield': 0.1}
204.10%;64.52%;19.35%;0.703;0.275;{'roe': 0.4, 'revenue_growth': 0.1, 'dividend_yield': 0.5}
203.93%;64.36%;20.19%;0.72;0.28;{'roe': 0.2, 'fcfy': 0.5, 'revenue_growth': 0.1, 'dividend_yield': 0.2}
203.59%;64.01%;15.28%;0.701;0.218;{'roic_wacc': 0.3, 'revenue_growth': 0.1, 'dividend_yield': 0.6}
203.57%;64.00%;21.54%;0.815;0.264;{'roe': 0.3, 'fcfy': 0.7}
203.52%;63.95%;22.85%;0.833;0.274;{'roe': 0.5, 'fcfy': 0.5}
203.37%;63.80%;16.23%;0.699;0.232;{'roe': 0.4, 'fcfy': 0.2, 'roic_wacc': 0.2, 'dividend_yield': 0.2}
202.97%;63.39%;6.95%;0.745;0.093;{'roe': 0.4, 'fcfy': 0.3, 'roic_wacc': 0.3}
202.87%;63.30%;19.01%;0.688;0.276;{'fcfy': 0.1, 'roic_wacc': 0.3, 'revenue_growth': 0.1, 'dividend_yield': 0.5}
202.76%;63.19%;27.71%;0.711;0.39;{'fcfy': 0.2, 'roic_wacc': 0.3, 'revenue_growth': 0.2, 'dividend_yield': 0.3}
202.75%;63.17%;16.73%;0.699;0.239;{'roe': 0.4, 'roic_wacc': 0.2, 'dividend_yield': 0.4}
202.68%;63.11%;22.15%;0.676;0.328;{'fcfy': 0.2, 'roic_wacc': 0.3, 'revenue_growth': 0.1, 'dividend_yield': 0.4}
202.47%;62.90%;27.11%;0.743;0.365;{'roe': 0.4, 'fcfy': 0.2, 'revenue_growth': 0.1, 'dividend_yield': 0.3}
202.27%;62.69%;21.31%;0.732;0.291;{'roe': 0.1, 'fcfy': 0.3, 'roic_wacc': 0.2, 'dividend_yield': 0.4}
202.25%;62.67%;4.73%;0.756;0.063;{'roe': 0.6, 'fcfy': 0.1, 'roic_wacc': 0.3}
201.93%;62.35%;12.26%;0.763;0.161;{'roe': 0.1, 'fcfy': 0.2, 'roic_wacc': 0.3, 'revenue_growth': 0.2, 'dividend_yield': 0.2}
201.86%;62.28%;8.04%;0.715;0.113;{'roe': 0.8, 'fcfy': 0.1, 'roic_wacc': 0.1}
201.82%;62.25%;14.93%;0.703;0.212;{'roic_wacc': 0.6, 'revenue_growth': 0.1, 'dividend_yield': 0.3}
201.81%;62.23%;9.62%;0.691;0.139;{'roe': 0.2, 'fcfy': 0.3, 'roic_wacc': 0.3, 'dividend_yield': 0.2}
201.80%;62.22%;23.46%;0.731;0.321;{'roe': 0.1, 'fcfy': 0.3, 'roic_wacc': 0.3, 'revenue_growth': 0.1, 'dividend_yield': 0.2}
201.68%;62.10%;10.35%;0.693;0.149;{'fcfy': 0.1, 'revenue_growth': 0.2, 'dividend_yield': 0.7}
201.59%;62.02%;12.69%;0.763;0.166;{'roe': 0.7, 'fcfy': 0.2, 'roic_wacc': 0.1}
201.48%;61.90%;9.08%;0.708;0.128;{'roe': 0.9, 'roic_wacc': 0.1}
201.09%;61.51%;8.70%;0.768;0.113;{'roe': 0.2, 'fcfy': 0.5, 'roic_wacc': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.1}
201.04%;61.46%;-14.73%;0.689;-0.214;{'fcfy': 0.2, 'roic_wacc': 0.1, 'revenue_growth': 0.5, 'dividend_yield': 0.2}
201.02%;61.44%;9.86%;0.72;0.137;{'fcfy': 0.1, 'revenue_growth': 0.3, 'dividend_yield': 0.6}
200.85%;61.28%;22.80%;0.755;0.302;{'roe': 0.3, 'fcfy': 0.5, 'dividend_yield': 0.2}
200.53%;60.95%;-8.98%;0.735;-0.122;{'fcfy': 0.1, 'revenue_growth': 0.9}
200.53%;60.95%;13.51%;0.77;0.175;{'roe': 0.1, 'revenue_growth': 0.4, 'dividend_yield': 0.5}
200.38%;60.80%;14.44%;0.713;0.202;{'fcfy': 0.4, 'roic_wacc': 0.1, 'revenue_growth': 0.2, 'dividend_yield': 0.3}
200.31%;60.74%;13.42%;0.741;0.181;{'roe': 0.2, 'fcfy': 0.4, 'roic_wacc': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.2}
200.13%;60.56%;13.91%;0.831;0.167;{'fcfy': 0.9, 'revenue_growth': 0.1}
200.12%;60.54%;20.58%;0.697;0.295;{'roe': 0.2, 'fcfy': 0.3, 'roic_wacc': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.3}
200.10%;60.53%;13.69%;0.677;0.202;{'roe': 0.3, 'revenue_growth': 0.3, 'dividend_yield': 0.4}
199.98%;60.41%;-10.61%;0.771;-0.138;{'roe': 0.1, 'fcfy': 0.6, 'revenue_growth': 0.3}
199.96%;60.38%;19.11%;0.747;0.256;{'fcfy': 0.5, 'roic_wacc': 0.1, 'revenue_growth': 0.2, 'dividend_yield': 0.2}
199.74%;60.16%;18.13%;0.693;0.261;{'roe': 0.5, 'revenue_growth': 0.1, 'dividend_yield': 0.4}
199.66%;60.09%;10.97%;0.735;0.149;{'roe': 0.1, 'fcfy': 0.4, 'roic_wacc': 0.3, 'dividend_yield': 0.2}
199.63%;60.06%;21.61%;0.68;0.318;{'fcfy': 0.1, 'roic_wacc': 0.6, 'dividend_yield': 0.3}
199.63%;60.06%;16.36%;0.717;0.228;{'fcfy': 0.2, 'dividend_yield': 0.8}
199.63%;60.06%;7.57%;0.726;0.104;{'roe': 0.7, 'roic_wacc': 0.2, 'dividend_yield': 0.1}
199.61%;60.04%;16.81%;0.673;0.25;{'roe': 0.1, 'roic_wacc': 0.1, 'dividend_yield': 0.8}
199.59%;60.02%;24.24%;0.708;0.342;{'fcfy': 0.3, 'roic_wacc': 0.2, 'revenue_growth': 0.1, 'dividend_yield': 0.4}
199.53%;59.96%;12.36%;0.804;0.154;{'roe': 0.3, 'fcfy': 0.5, 'roic_wacc': 0.1, 'revenue_growth': 0.1}
199.32%;59.74%;23.69%;0.711;0.333;{'roe': 0.1, 'fcfy': 0.3, 'dividend_yield': 0.6}
199.03%;59.45%;18.24%;0.71;0.257;{'roe': 0.4, 'fcfy': 0.1, 'roic_wacc': 0.1, 'dividend_yield': 0.4}
198.69%;59.12%;15.03%;0.708;0.212;{'roe': 0.4, 'roic_wacc': 0.4, 'dividend_yield': 0.2}
198.49%;58.92%;19.92%;0.731;0.273;{'fcfy': 0.3, 'roic_wacc': 0.1, 'revenue_growth': 0.2, 'dividend_yield': 0.4}
198.48%;58.90%;1.66%;0.723;0.023;{'roe': 0.6, 'fcfy': 0.2, 'roic_wacc': 0.2}
198.27%;58.69%;16.52%;0.777;0.213;{'roe': 0.2, 'fcfy': 0.5, 'roic_wacc': 0.2, 'dividend_yield': 0.1}
198.14%;58.56%;10.48%;0.686;0.153;{'fcfy': 0.1, 'roic_wacc': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.7}
197.98%;58.40%;12.62%;0.678;0.186;{'roe': 0.2, 'roic_wacc': 0.3, 'dividend_yield': 0.5}
197.95%;58.37%;6.01%;0.723;0.083;{'revenue_growth': 0.5, 'dividend_yield': 0.5}
197.86%;58.29%;15.94%;0.724;0.22;{'fcfy': 0.3, 'roic_wacc': 0.3, 'revenue_growth': 0.2, 'dividend_yield': 0.2}
